kind,path,classification,file_count,frontmatter_count,symlink
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-markup/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-markup/remotion-maps/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-multimedia/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-render/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-saas/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-studio/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/remotion-best-practices/remotion-upgrade/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/research/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/resolving-merge-conflicts/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/scaffold-exercises/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/setup-matt-pocock-skills/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/setup-pre-commit/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/setup-ts-deep-modules/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/skill-creator/agents,backup/archive,3,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/skill-installer/agents,backup/archive,0,0,False
skill,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/taste-skill/skills,backup/archive,12,12,False
